review_id,created,month,market,score,stream,escalated,deleted,duplicate_of,sku,product,category,subcategory,themes,owner,evidence
785931612,28-Nov-2025,2025-11,UK,5.0,LATENT,False,False,,CKN-BOBB-025-1BR,BOBBIN Ball Knob - Brass,Knob,Knob,Fixings & screws,PRODUCT,slightly longer screws for a couple of them.
785955857,28-Nov-2025,2025-11,US,5.0,LATENT,False,False,785931612,CKN-BOBB-025-1BR,BOBBIN Ball Knob - Brass,Knob,Knob,Fixings & screws,PRODUCT,slightly longer screws for a couple of them.
785827722,27-Nov-2025,2025-11,UK,3.0,EXPLICIT,True,True,,CDB-GRAY-111-1BR,GRAYSON Handle  - Brass,Handle,D Bar,Delivery,OPS,Happy with the handles but paid for express delivery which then took a week.
785751326,27-Nov-2025,2025-11,UK,1.0,EXPLICIT,True,True,,CBH-BLAK-220-3BK,BLAKE Minimalist Handle - Black,Handle,,Missing parts & availability,OPS,"Ordered these handles, they didn’t inform me they were discontinuing them so when a few days later I realised I needed 2 more to complete the kitchen they had none to send me! Not even kept a few for faults replacements "
781740035,19-Nov-2025,2025-11,UK,3.0,EXPLICIT,True,True,,CKN-KOJI-028-1BR-R,KOJI Round Knob - Brass,,,Grip & usability,PRODUCT,"These knobs are really beautiful and they have transformed the look of my kitchen. However, the shape it not really that practical - they are quite hard to get a grip on and so opening my cupboards requires thought about"
778659397,10-Nov-2025,2025-11,UK,3.0,EXPLICIT,True,True,,ASB-FOLD-072-1BR,FOLD Soap Holder - Brass,Soap Bracket,Soap Bracket,Size & dimensions; Value for money,PRODUCT,I ordered this for my little downstairs loo but unfortunately cannot get soap bottles that fit the dimensions so it’s been a waste of money.
777137538,4-Nov-2025,2025-11,US,1.0,EXPLICIT,True,True,,CBP-COHE-060-1AB,COHEN Knob Backplate - Antique Brass,Cabinetry Accessory,Backplate,Unclassified,PRODUCT,Great quality
774439363,28-Oct-2025,2025-10,US,3.0,EXPLICIT,True,True,,CDB-GRAY-476-1AB,GRAYSON Heavyweight Long Handle - Antique Brass,Handle,D Bar,Finish & colour mismatch; Weight & material feel; Value for money,PRODUCT,Didn’t find this to be as good of quality as expected for the price. The backplate is flimsy and the Antique Brass finish looks very manufactured (streaks/uniform lines) rather than authentic. Hoped for more for the pric
774226809,27-Oct-2025,2025-10,US,3.0,EXPLICIT,True,True,,HK-LEVI-80-BK,LEVI Hook - Black,Hook,Double Fixing Hook,Size & dimensions,PRODUCT,Smaller than I expected
773908200,26-Oct-2025,2025-10,UK,1.0,EXPLICIT,True,True,,CTB-KEPL-160-3BK,KEPLER Knurled Handle - Black,Handle,T Bar,Weight & material feel,PRODUCT,"So disappointed with the handles since the material was changed to aluminium they feel so light and cheap compared to before,will never be buying anything again"
773207137,22-Oct-2025,2025-10,UK,3.0,EXPLICIT,True,True,,KTH-CKN-FELI-025-2SS,FELIX Round Hook - Stainless Steel,,,Fixings & screws; Breakage & defect,PRODUCT,"The door hook is beautiful, expect we can’t get the fixture to fit with the provided screw/ plug. It wiggles in the fitting and doesn’t screw tight to the door. I’m sure once we’ve figured out how to sort it, it will be "
767125842,4-Oct-2025,2025-10,UK,1.0,EXPLICIT,True,True,,ACM-CCM-260-2GR,Measurement Tool (CC Hole Measurer),Tools,CC Hole Measurer,Unclassified,PRODUCT,The holes do not seem to synch with anything.
764555814,27-Sep-2025,2025-09,UK,3.0,EXPLICIT,True,True,,CKN-PEBB-038-1AG,PEBBLE Organic Knob - Aged Brass,Knob,Knob,Finish & colour mismatch; Delivery,OPS; PRODUCT,Well packaged and a timely delivery. I love the shape a feel of the handles but they look much brighter and shinier on the website than in real life. I would’ve preferred them if they were brighter.
763413039,25-Sep-2025,2025-09,UK,1.0,EXPLICIT,True,True,,KH-KEPLER-160-AB,KEPLER Knurled T-Bar Handle - Antique Brass,Handle,T Bar,Installation difficulty,PRODUCT,"I’m going to be honest: we love the look of all your products, we’ve probably bought over 40 x dimmer and switcher units but our electricians have had a NIGHTMARE for the last 3 months - in their words because we chose P"
761949797,20-Sep-2025,2025-09,US,1.0,EXPLICIT,True,True,,CDB-BOBB-175-1BR,BOBBIN Handle - Brass,Handle,D Bar,Fixings & screws; Size & dimensions; Value for money; Returns & exchange friction,OPS; PRODUCT,$250 of hardware rendered useless. The screws they came with are too short. Made multiple attempts to find correct screws and install (even by a trim carpenter) and still they won’t fit tight to the cabinet. No return po
761942655,20-Sep-2025,2025-09,UK,3.0,EXPLICIT,False,True,,ADH-HOFF-090-1AB-R,HOFFMAN 90mm Hook - Antique Brass,Hook,Double Fixing Hook,Fixings & screws,PRODUCT,"Screws that come with aren’t pictured, but the ones we received are black and really stand out against the brass hooks. Kind of disappointing given the price"
760604158,18-Sep-2025,2025-09,UK,2.0,EXPLICIT,True,True,,COH-FOLD-160-1BR,FOLD Long Edge Pull Handle - Brass,Handle,Edge Pull,Returns & exchange friction,OPS,Excellent quality; purchased for bathroom cabinets under sink however they protrude too much and would catch clothes/ abdomen area if using the sink so we returned for the minimalist bar option instead. Excellent service
758043259,16-Sep-2025,2025-09,UK,4.0,EXPLICIT,True,True,,KH-WATT-50-BR,WATT Single T Handle - Brass,Handle,Single T,Fixings & screws; Delivery,OPS; PRODUCT,"Gorgeous! Exactly as pictured. Fast delivery. Would of given 5 stars but one screw was missing in one of the boxes, straightforward to replace though if you've got spare screws knocking about your house!  (I originally o"
749466925,26-Aug-2025,2025-08,US,3.0,EXPLICIT,True,True,,KH-FRANKLIN-21-AB,FRANKLIN Knurled Button Knob - Antique Brass,,,Fixings & screws; Size & dimensions,PRODUCT,Its nice but the knob was too largebfor my needs and the screw post was too small. I'm trying to find a replacement knob for a tray that pulls out of thenroo of my night stand. Hard to find a less than half inch knob wit
749339414,26-Aug-2025,2025-08,UK,5.0,LATENT,False,False,,CKN-REVI-025-1AB,REVILL Knurled Knob - Antique Brass,Knob,Knob,Customer service,OPS,"but, ultimately, I chose the double t-pulls for the drawers and returned these knobs without a problem. Plank Hardware offers quality, stylish products and great customer service."
749339406,26-Aug-2025,2025-08,US,5.0,LATENT,False,False,749339414,CKN-REVI-025-1AB,REVILL Knurled Knob - Antique Brass,Knob,Knob,Customer service,OPS,"but, ultimately, I chose the double t-pulls for the drawers and returned these knobs without a problem. Plank Hardware offers quality, stylish products and great customer service."
749338543,26-Aug-2025,2025-08,UK,5.0,LATENT,False,False,749339414,KH-FRANKLIN-21-AB,FRANKLIN Knurled Button Knob - Antique Brass,,,Customer service,OPS,"but, ultimately, I chose the T-pulls for the cabinet doors and returned these knobs without a problem. Plank Hardware offers quality, stylish products and great customer service."
749338540,26-Aug-2025,2025-08,US,5.0,LATENT,False,False,749339414,KH-FRANKLIN-21-AB,FRANKLIN Knurled Button Knob - Antique Brass,,,Customer service,OPS,"but, ultimately, I chose the T-pulls for the cabinet doors and returned these knobs without a problem. Plank Hardware offers quality, stylish products and great customer service."
747805117,25-Aug-2025,2025-08,UK,4.0,LATENT,False,False,,GB-EDP-PARK-02G-2PA-BK,PARKER Paintable Double Plug Socket - Black,Plug Socket,Double Plug Socket,Value for money,PRODUCT,a little on the pricey side. I wish they did paintable surface mount back boxes too!
747738287,25-Aug-2025,2025-08,UK,5.0,LATENT,False,False,,KH-SEARLE-220-BR,SEARLE Swirled T-Bar Handle - Brass,,,Missing parts & availability,OPS,"but ordered. Really nice handle, but ordered as a sample, only to find that when the client loved it it had been discontinued."
777041558,25-Aug-2025,2025-08,US,5.0,LATENT,False,False,747738287,KH-SEARLE-220-BR,SEARLE Swirled T-Bar Handle - Brass,,,Missing parts & availability,OPS,"but ordered. Really nice handle, but ordered as a sample, only to find that when the client loved it it had been discontinued."
745552638,20-Aug-2025,2025-08,UK,2.0,EXPLICIT,True,True,,CDB-BOBB-379-1BR,BOBBIN Closet Bar Handle - Brass,Handle,,Unclassified,PRODUCT,I've never held anything so luxurious in all my life! If you're thinking of ordering these - just do it! 😍
744772636,18-Aug-2025,2025-08,UK,1.0,EXPLICIT,True,True,,GB-KIT-ETOG-KEPL-4G-1AB,KEPLER 4G Two Way Knurled Toggle Light Switch - Antique Brass,Switch & Dimmer,Toggle Switch,Breakage & defect,PRODUCT,"Look nice but poor quality, had to request a new part that broke to be told that it ‘happens all the time’ came needing to be built which I wasn’t expecting at the price they cost"
744772158,18-Aug-2025,2025-08,UK,1.0,EXPLICIT,True,True,744772636,GB-KIT-ETOG-KEPL-2G-1AB,KEPLER 2G Two Way Knurled Toggle Light Switch - Antique Brass,Switch & Dimmer,Toggle Switch,Breakage & defect,PRODUCT,"Look nice but poor quality, had to request a new part that broke to be told that it ‘happens all the time’ came needing to be built which I wasn’t expecting at the price they cost"
744120826,14-Aug-2025,2025-08,UK,5.0,LATENT,False,False,,CBP-ADA-FLOW-050-1BR,ADA Flower Knob Backplate - Brass,Cabinetry Accessory,Backplate,Size & dimensions,PRODUCT,A bit smaller than I. A bit smaller than I expected but perfectly formed and beautifully machined. Looks fab with the antique brass knobs on my understairs cupboard doors.
744477802,14-Aug-2025,2025-08,US,5.0,LATENT,False,False,744120826,CBP-ADA-FLOW-050-1BR,ADA Flower Knob Backplate - Brass,Cabinetry Accessory,Backplate,Size & dimensions,PRODUCT,A bit smaller than I. A bit smaller than I expected but perfectly formed and beautifully machined. Looks fab with the antique brass knobs on my understairs cupboard doors.
727420620,11-Jul-2025,2025-07,UK,4.0,LATENT,False,False,,KH-HALLEY-25-BR,HALLEY Sphere Knob - Brass,,,Size & dimensions; Returns & exchange friction,OPS; PRODUCT,but. It’s lovely and heavy but please note it is very small. We have to return it because it is too small to grasp on upper cabinets. These are more for an occasional use side table.
727420618,11-Jul-2025,2025-07,US,4.0,LATENT,False,False,727420620,KH-HALLEY-25-BR,HALLEY Sphere Knob - Brass,,,Size & dimensions; Returns & exchange friction,OPS; PRODUCT,but. It’s lovely and heavy but please note it is very small. We have to return it because it is too small to grasp on upper cabinets. These are more for an occasional use side table.
712287819,27-May-2025,2025-05,UK,2.0,EXPLICIT,False,True,,ASH-PULL-052-1AB,PULLMAN Hook - Antique Brass,Hook,Single Fixing Hook,Fixings & screws; Breakage & defect,PRODUCT,"Lovely hooks visually, however I am questioning the quality as one didn’t screw in- could just be pulled off. Another screw broke inside the wood whilst putting it on- no fault of our own."
711543110,23-May-2025,2025-05,UK,3.0,EXPLICIT,False,True,,HK-LEVI-80-BR,LEVI Hook - Brass,Hook,Double Fixing Hook,Fixings & screws; Breakage & defect,PRODUCT,"The hooks themselves are great, but the provided fittings were awful with screw heads that stripped with very little force. Ended up having to replace them with our own, which was disappointing given the cost."
705522494,7-May-2025,2025-05,UK,1.0,EXPLICIT,False,True,,GB-KIT-MODE-DIM-KN-1BR,KEPLER Auto Detect Dimmer Detail with Module - Brass,Electric Component,Detail & Module,Delivery; Customer service,OPS,"Lovely products, good quality and look beautiful. Prompt delivery and very good, supportive customer service. Thoroughly recommend this product and Plank overall"
703850370,2-May-2025,2025-05,UK,4.0,EXPLICIT,False,True,,KH-KEPLER-57-BR,KEPLER Knurled Single T Handle - Brass,Handle,Single T,Fixings & screws,PRODUCT,"Similar to the larger handles, really excellent product that looks and feels great. Small issue of the slight twisting they too over time since it’s just one screw holding them in."
701897580,25-Apr-2025,2025-04,UK,1.0,EXPLICIT,False,True,,KH-KEPLER-160-BR,KEPLER Knurled T-Bar Handle - Brass,Handle,T Bar,Unclassified,PRODUCT,Stop sending me spam emails
699293040,15-Apr-2025,2025-04,UK,2.0,EXPLICIT,False,True,,GB-KIT-EDIM-MAXW-2G-1AB,MAXWELL 2G Smooth Dimmer Light Switch - Antique Brass,Switch & Dimmer,Dimmer Switch,Unclassified,PRODUCT,The faceplates look good but there is a significant lag of a couple of seconds before lights actually turnoff plus they don’t seem to sit flush against the wall.
699293030,15-Apr-2025,2025-04,UK,2.0,EXPLICIT,False,True,699293040,GB-KIT-EDIM-MAXW-3G-1AB,MAXWELL 3G Smooth Dimmer Light Switch - Antique Brass,Switch & Dimmer,Dimmer Switch,Unclassified,PRODUCT,The faceplates look good but there is a significant lag of a couple of seconds before lights actually turnoff plus they don’t seem to sit flush against the wall.
699292972,15-Apr-2025,2025-04,UK,2.0,EXPLICIT,False,True,699293040,GB-KIT-EDIM-MAXW-1G-1AB,MAXWELL 1G Smooth Dimmer Light Switch - Antique Brass,Switch & Dimmer,Dimmer Switch,Unclassified,PRODUCT,The faceplates look good but there is a significant lag of a second or two before lights actually turn on/ooff plus they don’t seem to sit flush against the wall.
699250800,15-Apr-2025,2025-04,UK,2.0,EXPLICIT,False,False,,GB-KIT-ETOG-KEPL-1G-1BR,KEPLER 1G Knurled Toggle Light Switch - Brass,Switch & Dimmer,Toggle Switch,Unclassified,PRODUCT,"I had to return these, quality wasnt whatbi expexted and, the fact that i have to assemble myself makes installation inpractical"
699250396,15-Apr-2025,2025-04,UK,2.0,EXPLICIT,False,False,699250800,GB-KIT-EDIM-KEPL-1G-1BR,KEPLER 1G Knurled Dimmer Light Switch - Brass,Switch & Dimmer,Dimmer Switch,Unclassified,PRODUCT,"I had to return these, quality wasnt whatbi expexted and, the fact that i have to assemble myself makes installation inpractical"
698586175,12-Apr-2025,2025-04,UK,1.0,EXPLICIT,True,True,,CKN-GRAY-036-1AB,GRAYSON Knob - Antique Brass,Knob,Knob,Unclassified,PRODUCT,Pretty and sturdy knobs! Just right for my home
695115852,2-Apr-2025,2025-04,UK,5.0,LATENT,False,False,,KH-KEPLER-160-BR,KEPLER Knurled T-Bar Handle - Brass,Handle,T Bar,Value for money,PRODUCT,"Although this was the more expensive option you could tell the quality was worlds ahead so we ordered these. The weight was heavy , the knurling was precise and the colour looked great and not cheap like others."
695116723,2-Apr-2025,2025-04,US,5.0,LATENT,False,False,695115852,KH-KEPLER-160-BR,KEPLER Knurled T-Bar Handle - Brass,Handle,T Bar,Value for money,PRODUCT,"Although this was the more expensive option you could tell the quality was worlds ahead so we ordered these. The weight was heavy , the knurling was precise and the colour looked great and not cheap like others."
694590882,1-Apr-2025,2025-04,US,4.0,EXPLICIT,True,True,,ADH-HOFF-090-3BK-R,HOFFMAN 90mm Hook - Black,Hook,Double Fixing Hook,Fixings & screws; Breakage & defect,PRODUCT,"Great hooks. Stylish, strong, perfect size for our use.   But the screws provided where complete crap, It took me an hour to dig and plier the 3 snapped screw stems out of my otherwise perfect new mudroom bench, then a d"
808053374,28-Mar-2025,2025-03,UK,3.0,EXPLICIT,False,False,,CKN-KEPL-031-1AB,KEPLER Knurled Knob - Antique Brass,Knob,Knob,Unclassified,PRODUCT,"High quality, modern look. 100% no regrets"
693954346,28-Mar-2025,2025-03,US,3.0,EXPLICIT,False,False,808053374,CKN-KEPL-031-1AB,KEPLER Knurled Knob - Antique Brass,Knob,Knob,Unclassified,PRODUCT,"High quality, modern look. 100% no regrets"
692301144,25-Mar-2025,2025-03,UK,1.0,EXPLICIT,False,False,,CDB-BOBB-379-1BR,BOBBIN Closet Bar Handle - Brass,Handle,,Unclassified,PRODUCT,These look and feel great. Make sure to measure the holes for each handle individually because there was some variation between each of them. I had a small issue and Plank went above and beyond to help me out. I would de
692301142,25-Mar-2025,2025-03,US,1.0,EXPLICIT,False,False,692301144,CDB-BOBB-379-1BR,BOBBIN Closet Bar Handle - Brass,Handle,,Unclassified,PRODUCT,These look and feel great. Make sure to measure the holes for each handle individually because there was some variation between each of them. I had a small issue and Plank went above and beyond to help me out. I would de
691422225,22-Mar-2025,2025-03,UK,3.0,EXPLICIT,True,True,,CKN-PEBB-038-1AG,PEBBLE Organic Knob - Aged Brass,Knob,Knob,Unclassified,PRODUCT,Not the same colour as the photo. Comes speckled with dark flecks which make it look dirty. The Plank team say this is as they expect sadly. The photos online are misleading. Beware.
687738661,11-Mar-2025,2025-03,UK,3.0,EXPLICIT,False,False,,KTH-CKN-PEBB-038-1BK,PEBBLE Organic Hook - Black,,,Unclassified,PRODUCT,Deceptively small but of good quality.
686897735,7-Mar-2025,2025-03,UK,1.0,EXPLICIT,False,False,,KH-KEPLER-160-AB,KEPLER Knurled T-Bar Handle - Antique Brass,Handle,T Bar,Delivery,OPS,"Awesome product, quick delivery, very well packaged."
686897734,7-Mar-2025,2025-03,US,1.0,EXPLICIT,False,False,686897735,KH-KEPLER-160-AB,KEPLER Knurled T-Bar Handle - Antique Brass,Handle,T Bar,Delivery,OPS,"Awesome product, quick delivery, very well packaged."
686876337,7-Mar-2025,2025-03,UK,1.0,EXPLICIT,False,False,,KH-FRANKLIN-21-AB,FRANKLIN Knurled Button Knob - Antique Brass,,,Unclassified,PRODUCT,"these are elegant, understated and functional knobs - also different! everybody loves them.  I'm so glad we found this company."
686876335,7-Mar-2025,2025-03,US,1.0,EXPLICIT,False,False,686876337,KH-FRANKLIN-21-AB,FRANKLIN Knurled Button Knob - Antique Brass,,,Unclassified,PRODUCT,"these are elegant, understated and functional knobs - also different! everybody loves them.  I'm so glad we found this company."
685731704,4-Mar-2025,2025-03,UK,3.0,EXPLICIT,False,False,,CDB-BOBB-379-1BR,BOBBIN Closet Bar Handle - Brass,Handle,,Fixings & screws; Installation difficulty; Value for money,PRODUCT,I think these are very overpriced for what you are getting also the screws provided aren’t long enough I also feel that for such an expensive item it should come with a backing plate as standard
